talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
evidence-learning,ed-evt-nercomp-annual-conference-nercomp-annual-conference-2027,30-40 minute concurrent,"Show the Learning, Not the Typing",Higher-ed IT and faculty collaboration on assessment validity,"Regional higher-ed technology audience is adjacent and likely receptive, but no CFP or program tracks were found.",,3,4,2,4,2,3,63,50,historical fits to monitor for a new cycle,No public 2027 speaker route; regional audience; exact format and economics unknown,Recheck the official edition page for a CFP or community-program route.,2026-10-01
skeptic-education,ed-evt-nercomp-annual-conference-nercomp-annual-conference-2027,Facilitated discussion or presentation,What Counts as Learning When AI Helps?,"Regional higher-ed conversation about faculty development, assessment, and evidence-based adoption","2026 track directly covered digital teaching, faculty development, innovative assessment, and evidence-based practice",,5,5,2,4,3,2,76,100,historical-monitor,No 2027 call yet; regional relevance and affiliation unknown,Monitor official page in September 2026; use 2026 cycle only as a monitoring signal,2026-09-20
benchmarks,ed-evt-observability-day-europe-observability-day-europe-2027,25-minute,Observe the Eval: Measuring AI Systems Beyond Accuracy,"Connect traces and telemetry to sliced failure rates, judge drift, cost per successful task, and release decisions","Observability practitioners are a strong fit for measurement, uncertainty, failure slicing, and operational feedback",,5,5,5,4,3,4,96,90,submit-next,Requires a 25-minute cut and vendor-neutral/open-source framing; repeat rules apply,Differentiate from any main KubeCon proposal and verify multi-proposal rules,2026-09-15
skeptic-education,ed-evt-oeb-global-oeb-2026,Active discussion or presentation,A Skeptic's Guide to Sovereign Learning with AI,"Connect human capability, trust, agency, assessment, and accountability","2026 theme is nearly exact conceptual fit, but CFP is closed",,5,5,0,4,,4,67,83,historical-monitor,CFP closed; event dates and economics not fully captured,Monitor next OEB cycle; reuse theme language only after next call is official,2027-01-15
evidence-learning,ed-evt-ohio-state-learning-design-day-fresh-ideas-ohio-state-learning-desig,45-minute interactive presentation,Stop Trying to Catch Students Using AI,Hands-on redesign of one assessment with accessibility built into the evidence plan,"Inaugural event explicitly seeks AI, assessment, instructional effectiveness, and accessible deliverables in a 45-50 minute format.",,5,5,5,5,2,2,89,88,verified actionable opportunities,FINALIST; no history; in-person only; compensation and costs unstated,Adapt the four-minute exercise into a fuller redesign activity and make accessible alternatives explicit in every objective/material.,2026-10-15
skeptic-education,ed-evt-ohio-state-learning-design-day-ohio-state-learning-design-day-2027,45-minute workshop/presentation,A Skeptic's Guide to AI in Learning Design,"Equip designers to decide what cognition to delegate, augment, or preserve","Tracks explicitly include generative AI, assessment/evaluation, reflective learning, and research-informed teaching",,5,5,4,5,,1,81,83,verified-actionable,"Inaugural, at least eight slots; external-speaker eligibility unclear; accessible deliverables mandatory",Verify external eligibility via public documentation or organizer response only if outreach is later authorized; do not submit until resolved,2026-09-15
evidence-learning,ed-evt-olc-innovate-olc-innovate-2027,40-minute adapted virtual education session,Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning,Online assessment integrity through observable reasoning and independent transfer,"Exact online-learning audience, explicit GenAI assessment topic, virtual mode, and prior integrity programming make this a top fit.",src-evidence-learning-src-olc-past-1;src-evidence-learning-src-olc-past-2,5,5,4,4,4,4,91,94,upcoming/rolling routes to prepare for,FINALIST; CFP not open until September 15; presenter must pay registration; double-blind submission,"Prepare the anonymized proposal now, then verify the live form and submit after September 15.",2026-09-15
skeptic-education,ed-evt-olc-innovate-olc-innovate-2027,40-minute academic presentation adapted to announced format,A Skeptic's Guide to Evidence in AI-Enhanced Learning,Challenge AI adoption while giving online-learning teams a reusable assignment and pilot-evaluation framework,"Conference explicitly targets digital learning, AI policy/literacy, changing workforce, and practical educational sessions; virtual delivery lowers travel friction",src-skeptic-education-ev-069;src-skeptic-education-ev-070,5,5,5,5,3,4,95,100,upcoming-or-rolling,Accepted presenters pay registration; vendor product submissions may need educator/L&D co-presenter; exact duration pending,Prepare proposal now and verify portal fields on 2026-09-15; submit by 2026-11-10 if economics and status permit,2026-09-15
adaptive-systems,ed-evt-oop-conference-oop-2027,40-minute talk,Adaptive AI Architectures Beyond the Hype,"Bounded orchestration, cost controls, observability, and responsible architecture","2027 track is almost a word-for-word topical fit, but the CFP is closed.",src-adaptive-systems-ev-oop-current,5,5,0,5,,4,69,72,historical fits to monitor for a new cycle,Closed; likely German/English session constraints and economics unknown.,Monitor the 2028 CFP; use 2027 track language to prepare a tightly architecture-led abstract.,2027-04-01
adaptive-systems,ed-evt-open-source-summit-north-america-open-source-summit-north-america-20,conference session,Open Control Planes for Adaptive Agent Systems,"Open-source planner contracts, policy engines, and observability",Broad open-source audience; fit depends on demonstrable open-source components.,src-adaptive-systems-ev-lf-calendar,4,3,1,5,,5,58,52,upcoming/rolling routes to prepare for,CFP details coming soon; base talk has no explicit open-source project dependency.,Wait for track descriptions and submit only if an authentic open-source implementation angle exists.,2026-11-01
benchmarks,ed-evt-open-source-summit-north-america-open-source-summit-north-america-20,30-minute,Open Evaluation: Reproducible Release Gates for AI Systems,"Vendor-neutral, versioned evaluation artifacts and real-workload testing",Open-source engineering audience could fit if tools/artifacts are genuinely open,,4,4,3,4,,4,71,60,monitor,No current CFP; talk lacks a supplied open-source project,Monitor tracks; pursue only with authentic open-source substance,2026-11-15
judgment,ed-evt-optimizers-conference-optimizers-conference-west-2027,attendee-led discussion derived from 30-minute version,What Happens When Generation Outruns Review?,"Lead a no-slides discussion about validated outcomes, complexity budgets, review queues and deciding not to build.","Experimentation community will understand evidence and outcome metrics, but the route is paid attendee-led discussion rather than an editorial stage.",src-judgment-ev-ju-opt-past1;src-judgment-ev-ju-opt-past2,4,4,4,3,1,2,70,100,2-upcoming-rolling,"Requires a USD 1,595+ attendee ticket; no guaranteed stage; willingness to pay and travel unknown.",Keep in the separate paid-attendee category until budget preferences are supplied.,2026-10-01
product-engineering,ed-evt-optimizers-conference-optimizers-conference-west-2027,attendee-led discussion derived from 30-minute variant,When the Winning Experiment Should Still Lose,"Lead a no-slides discussion around the synthetic activation reversal, evidence quality, product promises and human decision ownership.",Near-perfect experimentation/learning-loop audience; speaking route is attendee-led rather than a selected conference talk.,src-product-engineering-ev-pe-opt-past1;src-product-engineering-ev-pe-opt-past2,5,5,4,3,1,2,81,100,2-upcoming-rolling,Requires a paid ticket (USD 1595 at first available tier); no guaranteed stage; willingness to pay and travel unknown.,Keep in a separate paid-attendee category until budget and travel preferences are supplied.,2026-10-01
adaptive-systems,ed-evt-platform-engineering-day-europe-platform-engineering-day-europe-2027,25-minute presentation,The Agent Planner as a Platform Product,"Expose strategy selection, policy, quotas, observability, and human gates as platform capabilities","Good platform-team audience, but agent architecture is secondary to platform engineering.",src-adaptive-systems-ev-colocated-common,4,4,5,3,2,4,78,80,verified actionable opportunities,Needs distinct platform-product framing and must not be a duplicate CNCF submission; 25-minute cut.,Use only as a backup if main KubeCon and Agentics Day positioning cannot be made distinct under the submission rules.,2026-09-18
retrieval,ed-evt-platform-engineering-day-europe-platform-engineering-day-europe-2027,25-minute adaptation,Context and Capability Are Platform Contracts,"Treat selected context, MCP-exposed tools, policy, and evals as platform product boundaries",Platform Engineering Day explicitly covers agentic platforms and AI integration for platform teams.,src-retrieval-src-platform-day;src-retrieval-src-platformcon-context,5,4,5,4,3,4,85,84,verified actionable opportunities,Shares CFP system/date with AI Day; a single proposal strategy should pick the better track; 25-minute adaptation needed,Use AI Day as primary for retrieval thesis and Platform Day only as backup if multiple submissions are permitted.,2026-09-15
failure-improvement,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,25-minute cut,How Platforms Turn Agent Failures Into Durable Guardrails,"Pitch the system as a platform capability that converts repeated failures into tests, checks and scoped knowledge.","Excellent platform audience and relevant precedent, but practitioner-only evidence requirement may be disqualifying.",src-failure-improvement-ev-fi-platform-past1;src-failure-improvement-ev-fi-platform-past2,5,5,5,3,2,4,87,100,1-verified-actionable,Must name real organization/implementation/outcomes; current talk disclaims measured production improvement; CFP times conflict; no travel expenses.,Only proceed if Dan can truthfully supply the required named case and outcomes; verify deadline time before October 4.,2026-09-10
free-tier,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,30-minute talk,The Cost Model Is Part of Your Platform,"Guardrails for agentic platform cost, dependencies, and outcome-level economics",Two-day program explicitly covers platform foundations and agentic platforms.,src-free-tier-src-platformcon-sf;src-free-tier-src-platformcon-home,5,4,2,5,,3,78,70,upcoming/rolling routes to prepare for,FINALIST; page displays CFP navigation but no verified form status or deadline; in-person travel unknown,Recheck the official CFP route without assuming its navigation label means open.,2026-09-12
parallelization,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,25-minute cut,"Scaling Agentic Work: Parallelize Uncertainty, Not Side Effects","Frame orchestration as a platform capability: isolated branches, explicit budgets, acceptance checks and auditable selection.","Platform audience and archived agent/platform sessions are excellent, but the named-production-case requirement may block the supplied conceptual talk.",src-parallelization-ev-pa-platform-past1;src-parallelization-ev-pa-platform-past2,5,5,5,3,2,4,89,100,1-verified-actionable,"Requires a named organization, real implementation and outcomes; no travel expenses; official deadline times conflict.",Only proceed if Dan can document the required implementation and outcomes; otherwise retain as a monitored fit.,2026-09-10
retrieval,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,25-minute adaptation,"Context Is Selected State, Not a Bigger Prompt","Translate context, MCP, evals, and agent tools into platform primitives and control boundaries","Past program includes exact context-engineering, MCP, eval, and governance sessions; current event targets platform engineers.",src-retrieval-src-platformcon-sf-cfp;src-retrieval-src-platformcon-context;src-retrieval-src-platformcon-evals,5,5,4,4,,4,86,94,verified actionable opportunities,FINALIST; October 4 at 12:59 PM EST is unusual; 15-minute deck needs ten minutes of platform-specific material,Recheck the stated time zone and build a 25-minute platform version centered on context admission and authority.,2026-09-15
free-tier,ed-evt-platformcon-platformcon-flagship-week-2027,virtual 30-minute talk,The Cost Model Is Part of Your Platform,Give platform teams a repeatable way to expose AI pricing dependencies before teams adopt them,Official theme says the age of AI runs on platform engineering; virtual reach and archive reuse are strong.,src-free-tier-src-platformcon-home;src-free-tier-src-platformcon-cost-talk,5,4,3,5,,5,87,76,upcoming/rolling routes to prepare for,FINALIST; no public 2027 CFP details found; London/New York/virtual submission topology unknown,Monitor the official site for the flagship CFP and prepare a platform-product version with reusable worksheet.,2026-11-02
evidence-learning,ed-evt-pod-network-annual-conference-pod-network-2026-annual-conference,40-minute educational-development session,Faculty Development Beyond AI Detection,A repeatable facilitation protocol for redesigning assessment evidence,"Educational developers are a strong audience and the 2026 theme addresses GenAI, but the current CFP is closed.",,5,4,0,4,,4,58,70,historical fits to monitor for a new cycle,2026 CFP closed; 2027 edition unconfirmed,Use the 2026 CFP only to prepare likely fields; monitor for the next official edition rather than estimating dates.,2027-03-01
skeptic-education,ed-evt-pod-network-annual-conference-pod-network-2026-annual-conference,Interactive educational-development session,A Skeptic's Guide to Faculty Development for AI,Help educational developers facilitate institutional decisions about AI and evidence of learning,"2026 call explicitly named generative AI, academic integrity, evidence-based teaching, and shared sense-making",,5,5,0,4,,3,66,83,historical-monitor,2026 CFP closed; educational-development credentials/affiliation unknown,Monitor the 2027 annual CFP; do not use 2026 deadlines as predictions,2027-03-01
judgment,ed-evt-possible-possible-2027,15-minute big-idea variant; duration unknown,Code Is Cheap. Judgment Is Expensive: Choosing What Deserves to Exist,"Translate the thesis for founders and innovation leaders: more proposals increase the need for clear promises, validation and ownership.","Open editorial route and leadership audience are usable, but the program is marketing-heavy.",src-judgment-ev-ju-poss-past1;src-judgment-ev-ju-poss-past2,3,4,5,4,,4,70,90,1-verified-actionable,"Eligibility emphasizes brand/marketing leaders, founders and innovators; solution providers are routed to sales.",Use only the editorial form if Dan truthfully fits the stated audience; submit by December 11.,2026-10-15
product-engineering,ed-evt-possible-possible-2027,15-minute big-idea variant; duration unknown,The Future of Product Engineering: What Should Exist in an AI-Generated World?,Use customer trust and anti-manipulation guardrails as a forward-looking product/brand thesis.,"Open editorial route and trust/governance themes, but audience is marketing-heavy.",src-product-engineering-ev-pe-poss-past1;src-product-engineering-ev-pe-poss-past2,3,4,5,4,,4,70,90,1-verified-actionable,"Eligibility emphasizes brand/marketing leaders, founders and innovators; solution providers sent to commercial sales.",Use only the editorial form if Dan truthfully fits founder/innovator criteria; never use paid placement.,2026-10-15
judgment,ed-evt-product-at-heart-product-at-heart-2027,30-minute leadership adaptation; format unknown,"Code Is Cheap. Judgment Is Expensive: Better Taste, Smaller Systems","Connect product craft to complexity, maintenance burden and the decision to build less.","Single-track product audience fits the judgment theme, but no public speaker route exists.",src-judgment-ev-ju-pah-past1;src-judgment-ev-ju-pah-past2,4,4,1,4,,3,59,90,3-historical-monitor,Curated program; 2027 themes and route not announced.,Monitor official theme and speaker updates; no outreach is authorized.,2027-01-15
product-engineering,ed-evt-product-at-heart-product-at-heart-2027,30-minute product-leadership variant; format unknown,"The Future of Product Engineering: Shorter Loops, Better Taste","Connect product craft, AI-assisted speed and the hard problem of deciding what should exist.",Direct single-track product audience and 2026 AI theme; no public speaker route.,src-product-engineering-ev-pe-pah-past1;src-product-engineering-ev-pe-pah-past2,5,5,1,4,,3,70,90,3-historical-monitor,Curated program; 2027 themes and route not announced.,Monitor the 2027 theme and speaker announcement; no outreach authorized.,2027-01-15
judgment,ed-evt-product-led-summit-product-led-summit-seattle-2027,30-minute cross-functional adaptation; duration unknown,Code Is Cheap. Judgment Is Expensive: The Product-Engineering Decision System,"Frame executable acceptance criteria, review ownership and validated outcomes as the missing layer around AI-speed.","Product-led and AI-product audience is relevant, though the talk deliberately emphasizes engineering capacity rather than product experimentation.",src-judgment-ev-ju-pls-past1;src-judgment-ev-ju-pls-past2,4,4,3,4,,4,68,90,2-upcoming-rolling,Undated form requires company and business email; selection and economics unknown.,Prepare the abstract but use the route only after confirming Dan's company/business-email facts.,2026-10-01
product-engineering,ed-evt-product-led-summit-product-led-summit-seattle-2027,30-minute feedback-systems variant,The Future of Product Engineering: Build the Learning Loop,"Frame activation, feedback loops and AI product lifecycle around evidence, explicit product boundaries and accountable decisions.","Direct product-led, activation, experimentation and AI-product audience with strong precedent.",src-product-engineering-ev-pe-pls-past1;src-product-engineering-ev-pe-pls-past2,5,5,3,4,,4,79,90,2-upcoming-rolling,Undated interest form requires company and business email; selection/economics unknown.,"Prepare the 30-minute abstract, then use the route only after confirming Dan's company/business-email facts.",2026-10-01
judgment,ed-evt-productcon-productcon-london-2027,15-minute big-idea variant; format unknown,Code Is Cheap. Judgment Is Expensive: Decide What Deserves to Exist,Aim the thesis at senior product leaders accountable for product direction and customer trust.,"Strong product-leadership reach, but no public editorial route was found and engineering leadership is indirect.",src-judgment-ev-ju-pcon-past1;src-judgment-ev-ju-pcon-past2,4,4,1,4,,5,61,90,3-historical-monitor,Curated speaker lineup; no verified submission path.,Do not treat ticket or sponsorship links as speaker access; monitor only for an editorial route.,2026-11-01
product-engineering,ed-evt-productcon-productcon-london-2027,15-minute big-idea variant; format unknown,The Future of Product Engineering: Decide What Deserves to Exist,Aim the thesis at senior product leaders responsible for AI strategy and customer trust.,"Very direct audience and strong reach, but no public editorial route was found.",src-product-engineering-ev-pe-pcon-past1;src-product-engineering-ev-pe-pcon-past2,5,4,1,4,,5,67,90,3-historical-monitor,Speaker lineup appears curated; no verified submission path.,Do not treat attendee or sponsorship links as speaking access; monitor for an editorial route.,2026-11-01
judgment,ed-evt-producttank-producttank-speaker-directory-and-digital-events,15- or 30-minute community adaptation,Code Is Cheap. Judgment Is Expensive: What Product Teams Own After AI,"Use the enterprise-permissions example to discuss specification, evidence and when not to build.","Global product community offers a rolling, lower-formality route and useful rehearsal value, though engineering leadership is only part of the audience.",src-judgment-ev-ju-pt-past1;src-judgment-ev-ju-pt-past2,4,4,4,5,,3,73,90,2-upcoming-rolling,"No specific edition, deadline, economics or format; chapter/location preferences unknown.",Prepare a reusable profile and choose chapters only after region and remote preferences are known.,2026-10-01
product-engineering,ed-evt-producttank-producttank-speaker-directory-and-digital-events,15- or 30-minute community variant,"When AI Makes Building Cheap, Product Judgment Gets Expensive","Use one onboarding decision to start a practical local discussion about evidence, constraints and ownership.","Direct product community, low-formality rolling route and good rehearsal value.",src-product-engineering-ev-pe-pt-past1;src-product-engineering-ev-pe-pt-past2,5,5,4,5,,3,84,90,2-upcoming-rolling,"No specific edition, deadline, economics or format; location preferences unknown.",Prepare a reusable directory profile and only select chapters after region/remote preferences are known.,2026-10-01
judgment,ed-evt-productworld-productworld-2027,30-minute adaptation; confirm duration,Code Is Cheap. Judgment Is Expensive.,"Show product and engineering leaders why generated output moves the constraint to specifications, review, validation, integration and ongoing ownership.",Product engineers and engineering/product leaders are direct audiences; the open CFP and AI-era product-engineering archive support the thesis.,src-judgment-ev-ju-pw-past1;src-judgment-ev-ju-pw-past2,4,4,5,5,3,5,85,100,1-verified-actionable,Session duration and travel costs unknown; do not present the thought experiment as measured productivity evidence.,Confirm session length and submit the 30-minute operating-model version by September 18.,2026-09-08
product-engineering,ed-evt-productworld-productworld-2027,30-minute feedback-systems variant; resize when duration known,"The Future of Product Engineering: Shorter Loops, Explicit Boundaries","Use the synthetic onboarding reversal to show why AI-speed requires experiment contracts, guardrails and human release ownership.",Exact product/product-engineering audience and near-identical 2026 sessions; open editorial CFP.,src-product-engineering-ev-pe-pw-past1;src-product-engineering-ev-pe-pw-past2,5,5,5,4,3,5,94,100,1-verified-actionable,Duration and travel costs unknown; deadline is close.,Confirm session length and submit the systems-thinking variant by September 18.,2026-09-08
failure-improvement,ed-evt-pydata-venice-pydata-venice-2026-series,30-minute community variant; duration to confirm,Automating Improvement From Failed Agent Evals,"Emphasize eval datasets, holdouts and LLMOps feedback loops for ML practitioners.",Relevant MLOps/LLMOps audience and hybrid delivery; broad rather than exact testing/platform fit.,,3,4,4,4,3,2,72,100,2-upcoming-rolling,"Exact next available date, duration and economics unknown.",Check which remaining 2026 meetup date still accepts sessions and whether remote delivery is allowed.,2026-09-20
parallelization,ed-evt-pydata-venice-pydata-venice-2026-series,30-minute community adaptation; duration to confirm,"Parallel Attempts, Deterministic Selection in LLMOps","Translate search budgets, verifier design and compiled artifacts into MLOps/LLMOps examples.",ML engineering audience is adjacent and hybrid delivery is useful; the full distributed-systems thesis is broader than the program.,,3,4,4,4,3,2,70,100,2-upcoming-rolling,"Exact next available date, duration and remote-speaker policy unknown.",Check which remaining date accepts English remote talks before adapting.,2026-09-20
benchmarks,ed-evt-qcon-london-qcon-london-2027,40-minute,Code Is Easy; Knowing Whether the AI Works Is Hard,Senior-engineer framing of eval systems and engineering judgment,Audience fit is strong but no public CFP/contact route was verified,,5,5,2,5,,5,82,52,do-not-pursue,Invitation-only/curated without an evidenced editorial contact route,Do not classify as an open opportunity,2027-01-01
retrieval,ed-evt-qcon-london-qcon-london-2027,curated conference talk,The AI Terms Changed. The Engineering Problems Didn't.,Production-tested patterns and broken assumptions for senior practitioners,"2027 tracks include Engineering AI Systems, evals, agent architecture, data platforms, and platform engineering.",src-retrieval-src-qcon-london;src-retrieval-src-qcon-selection,5,5,1,5,4,5,79,88,upcoming/rolling routes to prepare for,No formal CFP; usually invitation-only; spontaneous form is low-certainty; production implementation evidence expected,Use the spontaneous route only after verifying form status and strengthening production evidence; do not frame it as an open CFP.,2026-10-01
retrieval,ed-evt-qcon-san-francisco-qcon-san-francisco-2026,curated conference talk,The AI Terms Changed. The Engineering Problems Didn't.,"Bridge search, context, and agent systems for senior engineers",Current roster includes AI architects and GenAI search practitioners.,src-retrieval-src-qcon-sf;src-retrieval-src-qcon-selection,5,5,0,5,,5,72,72,historical fits to monitor for a new cycle,Program is already effectively complete; no formal CFP,Use 2026 program as saturation/fit evidence and monitor the next San Francisco cycle.,2027-03-01
benchmarks,ed-evt-quality-land-quality-land-2027,30-minute,Stop Trusting Generic AI Benchmarks,A provocative community talk about asking uncomfortable questions of AI quality claims,"Explicit QA, automation, AI-in-testing and quality-engineering call; small regional room supports a focused discussion",,5,5,4,4,,2,73,79,submit-next,"Exact date, deadline, duration and economics absent; email proposal route only",Ask no questions yet; first prepare a short fit note and monitor page for terms,2026-09-20
failure-improvement,ed-evt-quality-land-quality-land-2027,30-minute community variant; duration to confirm,Automating Improvement From Failure: A Quality System for Agentic Work,Use a compact testing-focused version with the deterministic failure-to-regression demonstration.,"Small quality community could support a practical failure-focused session, but edition facts remain sparse.",,3,4,2,4,,2,57,90,2-upcoming-rolling,"No exact event date, deadline, language, format or economics; email route is public but outreach is not authorized.",Monitor the site for a formal CFP or dated program; do not email without separate authorization.,2026-11-01
parallelization,ed-evt-quality-land-quality-land-2027,30-minute community adaptation; duration to confirm,Why More AI Attempts Need Better Tests,Present the verification and selection sections for a small quality-engineering community.,"Useful community rehearsal route, but weak edition detail and only indirect fit to agent orchestration.",,2,3,2,4,,2,45,90,2-upcoming-rolling,"No exact date, deadline, language, format or economics; the route is email-based and outreach is not authorized.",Monitor for a formal CFP or dated program; do not email without separate authorization.,2026-11-01
free-tier,ed-evt-saastock-europe-ai-growth-summit-ai-growth-summit-europe-2027,founder talk,Your AI Gross Margin Has an Expiration Date,Cost-to-serve and durable pricing for AI-native B2B founders,Audience fit is direct and organizer archive is extensive.,src-free-tier-src-saastock-speakers;src-free-tier-src-saastock-home,5,5,1,4,,4,67,65,upcoming/rolling routes to prepare for,No public editorial speaker route found; acquisition/rebrand creates uncertainty; sponsorship is separate,Monitor for a public editorial application; do not use sponsor messaging as a CFP.,2026-11-15
free-tier,ed-evt-saastock-usa-ai-growth-summit-ai-growth-summit-usa-2027,founder talk,Your AI Gross Margin Has an Expiration Date,Cost-to-serve and durable pricing for AI-native B2B founders,Audience fit is direct but route evidence is weak.,src-free-tier-src-saastock-speakers;src-free-tier-src-saastock-home,5,5,1,4,,4,67,65,upcoming/rolling routes to prepare for,No public editorial speaker route; acquisition/rebrand; sponsor-first page,Monitor for a public editorial application.,2027-01-15
free-tier,ed-evt-saastr-ai-annual-saastr-ai-annual-2027,founder deep dive,Your AI Gross Margin Has an Expiration Date,Translate token usage into cost per successful customer outcome and price-sensitivity decisions,Founders and B2B AI operators are direct beneficiaries; public apply-to-speak route is linked and reviewed on a rolling basis.,src-free-tier-src-saastr-speaker;src-free-tier-src-saastr-pricing-session,5,5,4,3,,5,88,80,upcoming/rolling routes to prepare for,FINALIST; application details did not render; workshop version requires adaptation; no invented founder credentials or company-stage claims,Inspect the interactive application and pitch a tactical founder workshop only if Dan's role and experience satisfy the form.,2026-09-12
adaptive-systems,ed-evt-softwarearchitektur-wien-softwarearchitektur-wien-meetup-route,45-minute meetup talk,Building Adaptive AI Systems Under Constraints,Architecture-focused community version with concrete planner contracts and tradeoffs,Small architecture community has hosted 45-minute-style practical talks and AI-adjacent content.,src-adaptive-systems-ev-vienna-current,4,4,1,5,,2,60,50,upcoming/rolling routes to prepare for,No public CFP or future event date; language and travel economics unknown.,Keep as a community lead; take no outreach action unless the user later authorizes it and a public route is evidenced.,2026-11-01
evidence-learning,ed-evt-sparking-success-faculty-development-conference-sparking-success-202,40-minute adapted breakout,"Show the Learning, Not the Typing",Faculty-ready redesign of one brittle assessment,"Small faculty-development conference has clear appetite for evidence-of-learning and AI topics, with a public application route.",src-evidence-learning-src-tulane-past-1;src-evidence-learning-src-tulane-past-2,5,4,5,4,2,2,82,84,verified actionable opportunities,FINALIST; deadline year inferred from page context; external presenter eligibility and costs unknown,Confirm external-presenter eligibility through the public conference contact before investing in the application.,2026-09-12
free-tier,ed-evt-srecon-americas-srecon-americas-next-cycle,35-minute future-cycle talk,The Reliability Budget Includes the AI Bill,"Connect price and quota sensitivity to graceful degradation, capacity planning, and reliability","SRE audience is adjacent and prior call welcomed AI, platform engineering, and system tradeoffs.",src-free-tier-src-srecon26-cfp;src-free-tier-src-srecon26-cost-session,4,3,1,4,2,4,57,82,historical fits to monitor for a new cycle,No current edition; economics thesis needs stronger reliability mechanics and real-world examples,Monitor USENIX for the next SREcon call; develop failure-mode and capacity-control examples first.,2027-03-01
adaptive-systems,ed-evt-srecon-americas-srecon27-americas,40-minute systems talk,Adaptive AI Control Loops for Reliable Operations,"Treat agent planning as a reliability problem: caps, observability, validation, cancellation, and human gates",SREcon seeks deep systems architecture with sharp edges; 2026 included AI debugging reliability and automation-risk sessions.,src-adaptive-systems-ev-srecon-past1;src-adaptive-systems-ev-srecon-past2,5,4,5,4,,5,83,84,verified actionable opportunities,Must tie claims to operational/SRE outcomes and attest the content is primarily human-written; duration/economics are not yet captured.,"Confirm the talk format and speaker support, then rewrite the abstract around failure modes and operating controls rather than general agent architecture.",2026-10-02
benchmarks,ed-evt-srecon-americas-srecon27-americas,40-minute,Production AI Evals Are Reliability Engineering,"Treat failure severity, uncertainty, cost, and latency as sliced SLO-like release gates",SRE audience is highly aligned with operational acceptance criteria and system-level reliability,src-benchmarks-ev-srecon-past,5,5,5,5,,5,94,87,submit-next,Needs credible real operational outcomes and human-authorship attestation; format/economics unknown,Validate experience evidence and frame around incident prevention and release safety,2026-09-15
failure-improvement,ed-evt-srecon-americas-srecon27-americas,40-minute deck adapted to 35+10,Automating Improvement From Failure: Safe Feedback Loops for AI Operations,"Frame the intervention hierarchy as an SRE mechanism: incident evidence becomes regression tests, guarded workflow changes and retireable rules.","Direct overlap with SRE, agent failure, reliability and operational learning; exact slot is close to the existing deck.",src-failure-improvement-ev-fi-sre-past1;src-failure-improvement-ev-fi-sre-past2,5,5,5,5,,5,90,90,1-verified-actionable,Human-written proposal rule; no unsupported production-improvement claim; travel/economics unknown.,Draft a 35-minute SRE variant and a human-authored proposal before the confirmed deadline.,2026-10-15
parallelization,ed-evt-srecon-americas-srecon27-americas,35-minute talk plus 10-minute Q&A,"Parallel Search for Agentic Operations: Budgets, Evidence and Safe Speculation","Connect speculative investigations, correlated failure, deterministic checks and cancellation to incident diagnosis and distributed operations.",SREcon explicitly seeks applied distributed-systems depth and the second-order effects of AI as a teammate; format nearly matches.,src-parallelization-ev-pa-sre-past1;src-parallelization-ev-pa-sre-past2,4,4,5,5,,5,79,90,1-verified-actionable,Proposal must be submitted by Dan and primarily human-written; avoid implying independent failures or proven production results.,Write a human-authored 35-minute systems proposal and submit by November 19.,2026-10-15
retrieval,ed-evt-srecon-americas-srecon27-americas,35-minute talk plus Q&A,The Old Failure Questions Still Apply to AI Agents,"Retries, idempotency, checkpoints, budgets, traces, context, and tool authority for SREs entering AI",2027 theme asks what remains foundational as AI becomes a teammate; prior program includes exact terminology-bridge and agent-operations talks.,src-retrieval-src-srecon26-agents;src-retrieval-src-srecon26-language,5,5,5,5,,5,95,94,verified actionable opportunities,FINALIST; must attest content is primarily human-written; needs a stronger reliability through-line; travel/economics unknown,Use the 35-minute slot and reframe retrieval/context slides around production diagnosis and control.,2026-10-01
benchmarks,ed-evt-stareast-stareast-2027,40-minute,From Leaderboards to Release Gates: Testing AI That Has to Work,"Translate eval results into test strategy, metrics, acceptance thresholds, and operational feedback","Official submission topics include AI/ML for testing, performance monitoring, test strategy and metrics; hybrid reach is strong",,5,5,5,5,,5,94,90,submit-now,Deadline is two days after run; form requires headshot and marketing consent for access,Recheck form status immediately and prepare 150-200 word problem/action/takeaway description,2026-09-05
skeptic-education,ed-evt-stlhe-annual-conference-stlhe-2027,Interactive workshop or oral presentation,A Skeptic's Guide to Learning Evidence with AI,Multidisciplinary higher-ed teaching framework grounded in practical redesign,"Excellent historical audience fit, but no 2027 edition is verified",,5,5,1,4,,3,64,83,historical-monitor,No current edition/CFP; do not reuse 2026 dates; travel region unknown,Monitor the official STLHE conference page for 2027 announcement,2026-11-15
